name,uid,old_name,duplicate of,needs invert,original uid,category,noun,preposition,who,what,where,when,which,lens,context,examples,terminology,source row,needs review,notes,source file,last modified,last modified by,created by,legacy uid,trash,created,name history,record_id,Analysis,Analysis 2
frequency of shopping | in-person,recHFVEOes5ifIpOq,Frequency of in person shopping,,,,action/event,frequency,of,,shopping,in-person,,,manufactured, | in-person,,,183,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,tERFROAhUx69AY,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of shopping | in-person

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of in person shopping",recHFVEOes5ifIpOq,,
frequency of shopping | online,reckyb73lKDjiM23Z,Frequency of online shopping,,,,action/event,frequency,of,,shopping,online,,,digital, | online,,,184,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,6x786VSPVAaMPx,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of shopping | online

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of online shopping",reckyb73lKDjiM23Z,,
frequency of eating out | delivery,recZTEpLqdWWGd6Em,Frequency of ordering delivery food,,,,action/event,frequency,of,,eating out,,,delivery,manufactured, | delivery,,,185,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,LSAqO0l8yYBQqU,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of eating out | delivery

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of ordering delivery food",recZTEpLqdWWGd6Em,,
frequency of travel | overseas,rechvBFbBeHYc7Jg3,Frequency of overseas travel,,,,action/event,frequency,of,,travel,overseas,,,individual/human, | overseas,,,186,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,3uxGebmTAuvt2B,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of travel | overseas

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of overseas travel",rechvBFbBeHYc7Jg3,,
frequency of shopping | personal protective equipment,recvEWqXnYSFeNZj5,Frequency of purchasing personal protection equipment,,,,action/event,frequency,of,,shopping,,,personal protective equipment,manufactured, | personal protective equipment,,,187,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,hDSr0X64hwbJ5D,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of shopping | personal protective equipment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of purchasing personal protection equipment",recvEWqXnYSFeNZj5,,
frequency of videoconferencing,recwk7CXPJ2GjJCtX,Frequency of video calls,,,,action/event,frequency,of,,videoconferencing,,,,digital,,,,188,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,ij3D0pReiB7mfv,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of videoconferencing

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of video calls",recwk7CXPJ2GjJCtX,,
frequency of cleaning masks,recij3iQvrkOiFGRC,Frequency of washing masks,,,,action/event,frequency,of,,cleaning masks,,,,manufactured,,,,189,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4iZjT5zwqA3qDa,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frequency of cleaning masks

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of washing masks",recij3iQvrkOiFGRC,,
use of reusable masks,rec4349awiZtVqU6a,Frequency of wearing reusable masks,,,,resource,use,of,,reusable masks,,,,manufactured,,,,190,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Q20ad6qb5dOESI,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
use of reusable masks

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Frequency of wearing reusable masks",rec4349awiZtVqU6a,,
rate of COVID-19 case increase,recjA6rcoilUk58hn,Growth rate of COVID-19 cases,,,,action/event,rate,of,,COVID-19 case increase,,,,ecological/natural,,,,191,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5z2sfYqxwCtS3V,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
rate of COVID-19 case increase

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Growth rate of COVID-19 cases",recjA6rcoilUk58hn,,
time spent  sleeping,recQI7lV5axMo60yi,Hours of sleep,,,,time,time spent,,,sleeping,,,,individual/human,,,,192,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,CH3mYFiJoGuKkQ,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  sleeping

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Hours of sleep",recQI7lV5axMo60yi,,
time spent  working,recA9TFu2xFGnlBBu,Hours worked,,,,time,time spent,,,working,,,,individual/human,,,,193,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,m8PGxCFRiFJln2,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  working

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Hours worked",recA9TFu2xFGnlBBu,,
necessity for in-person interactions | event,recbU1yBRXVWVuURI,Importance of in-person interactions for event type,,,,resource,necessity,for,event,in-person interactions,,,,social, | event,,,194,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,XTXzEr57ydSEDg,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
necessity for in-person interactions | event

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Importance of in-person interactions for event type",recbU1yBRXVWVuURI,,
wish to impulse-buy basic necessities,rec50Gt08ybEBKKYz,Impulsion to buy any encountered stocks of basic necessities ,,,,attitude,wish,to,,impulse-buy basic necessities,,,,individual/human,,,,195,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,RZCu3IGngT8uK7,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to impulse-buy basic necessities

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Impulsion to buy any encountered stocks of basic necessities ",rec50Gt08ybEBKKYz,,
wish to impulse-buy personal protective equipment,recBMvYCkhQEyLaoH,Impulsion to buy any encountered stocks of personal protection equipment,,,,attitude,wish,to,,impulse-buy personal protective equipment,,,,individual/human,,,,196,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,nLrZFUp2gQ9Uaf,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
wish to impulse-buy personal protective equipment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Impulsion to buy any encountered stocks of personal protection equipment",recBMvYCkhQEyLaoH,,
awareness of news via word of mouth,reciZl61pdsDiMtmJ,Knowledge of news spread by word of mouth,,,,knowledge,awareness,of,,news via word of mouth,,,,individual/human,,,,197,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4Yh74ZlEfAad8h,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of news via word of mouth

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Knowledge of news spread by word of mouth",reciZl61pdsDiMtmJ,,
awareness of family members' personal lives,recOGhi5GaZdi0nqe,Knowledge of personal life of family members,,,,knowledge,awareness,of,,family members' personal lives,,,,individual/human,,,,198,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,AFdj8gibPAo7cM,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of family members' personal lives

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Knowledge of personal life of family members",recOGhi5GaZdi0nqe,,
time spent  waiting in line | at lunchtime,reccTSs0VN1ASYxQD,Length of lines in restaurants during lunch hour,,,,time,time spent,,,waiting in line,,at lunchtime,,manufactured, | at lunchtime,,,199,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,YSOt3vVdcamhCb,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  waiting in line | at lunchtime

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Length of lines in restaurants during lunch hour",reccTSs0VN1ASYxQD,,
acceptance of circumstances,recQyUAMz1F82DJAb,Level of acceptance of circumstances,,,,attitude,acceptance,of,,circumstances,,,,individual/human,,,,200,,opposite of frustration,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,CxQBP99RKk1tmJ,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
acceptance of circumstances

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of acceptance of circumstances",recQyUAMz1F82DJAb,,
anger,recWIM1lWV9YsWUct,Level of anger,,,,emotion,anger,at,,,,,,individual/human,,,,201,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,IHI2ow3lAKkEY1,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
anger

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of anger",recWIM1lWV9YsWUct,,
anxiety,recoEoK56pPtT30wG,Level of anxiety,,,,emotion,anxiety,about,,,,,,individual/human,,,,202,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,aDkL8Gx15brKie,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
anxiety

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of anxiety",recoEoK56pPtT30wG,,
perception of anxiety in people nearby,recgABQY0jm8mR4FR,Level of anxiety of others around you,,,,experience,perception,of,,anxiety in people nearby,,,,social,,,,203,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,2zxR1AryKEfOrp,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perception of anxiety in people nearby

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of anxiety of others around you",recgABQY0jm8mR4FR,,
anxiety about going outside,rect3unsRGh1xI06J,Level of anxiety when preparing to go outside,,,,emotion,anxiety,about,,going outside,,,,individual/human,,,,204,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f2qovrOtDP6KSh,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
anxiety about going outside

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of anxiety when preparing to go outside",rect3unsRGh1xI06J,,
boredom,recO5MNhTuewzlTbZ,Level of boredom,,,,emotion,boredom,with,,,,,,individual/human,,,,205,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,A4IOktCq8RJDXx,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
boredom

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of boredom",recO5MNhTuewzlTbZ,,
certainty,reckdJXHewiOFG0mX,Level of certainty,,,,knowledge,certainty,of,,,,,,individual/human,,,,206,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,6cFYKOEuqX4K8v,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
certainty

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of certainty",reckdJXHewiOFG0mX,,
comfort,recBzW1KyYWnaH2Q3,Level of comfort,,,,emotion,comfort,with,,,,,,individual/human,,,,207,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,nyS2N868Zs5MCB,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
comfort

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of comfort",recBzW1KyYWnaH2Q3,,
comfort with being in public,recLfcNa5zRB9iwvf,Level of comfort in public spaces,,,,emotion,comfort,with,,being in public,,,,individual/human,,,,208,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,xe8OdFH3drGghN,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
comfort with being in public

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of comfort in public spaces",recLfcNa5zRB9iwvf,,
concern for health of others,reciwxuwbFzZSS5dp,Level of concern for others' health,,,,emotion,concern,for,,health of others,,,,individual/human,,,,209,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4vtvzLNLBagPZX,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
concern for health of others

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of concern for others' health",reciwxuwbFzZSS5dp,,
concern for physical health,rec4qTIOvyfwL1588,Level of concern for physical health,,,,emotion,concern,for,,physical health,,,,individual/human,,,,210,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,QpPJR5Gr83pPUG,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
concern for physical health

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of concern for physical health",rec4qTIOvyfwL1588,,
confidence in personal protective equipment,recdk5WM5w3KMaKsk,Level of confidence in personal protection equipment to prevent transmission,,,,emotion,confidence,in,,personal protective equipment,,,,individual/human,,,,211,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Zj1XPFEfm4yueS,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
confidence in personal protective equipment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of confidence in personal protection equipment to prevent transmission",recdk5WM5w3KMaKsk,,
quality of remote teaching,recZHJ5C6GR4NlNXG,Level of detail and clarity of remote instruction,,,,state,quality,of,,remote teaching,,,,social,,,,212,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,LGF6FGO3G5JxJe,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
quality of remote teaching

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of detail and clarity of remote instruction",recZHJ5C6GR4NlNXG,,
quality of note-taking | education (learner),recPMN3ci8Mz8ub2Q,Level of detail and clarity of student's note-taking,,,,state,quality,of,education (learner),note-taking,,,,individual/human, | education (learner),,,213,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,BLJ4fSgYbqSVOo,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
quality of note-taking | education (learner)

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of detail and clarity of student's note-taking",recPMN3ci8Mz8ub2Q,,
comfort with exercising while masked,recw7ongHnTpPWLYA,Level of discomfort exercising while wearing a mask,,checked,,emotion,comfort,with,,exercising while masked,,,,individual/human,,,,214,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,i6kojhv517kvK8,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
comfort with exercising while masked

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of discomfort exercising while wearing a mask",recw7ongHnTpPWLYA,,
support received from parents | emotional,recDx8ZHZ8kEa6aWM,Level of emotional support from parents,,,,resource,support received,from,,parents,,,emotional,social, | emotional,,,215,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,pw40KzgwgsuUIk,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
support received from parents | emotional

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of emotional support from parents",recDx8ZHZ8kEa6aWM,,
income | expendable,recOJo0s7JpbU557o,Level of expendable income,,,,money,income,,,,,,expendable,financial, | expendable,,,216,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,AIk1vHRBNctPTW,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
income | expendable

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of expendable income",recOJo0s7JpbU557o,,
support given to household | financial,recBv4WIkeQkWALPL,Level of financial responsibility for household,,,,resource,support given,to,,household,,,financial,financial, | financial,,,217,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:39pm,L Fahn-Lai,L Fahn-Lai,nu0XLUm2WeYvBj,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
support given to household | financial

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of financial responsibility for household",recBv4WIkeQkWALPL,,recqrpkqY5Ymmli4X
,recocZTYvHfcCL7cC,Level of flexibility of work from home lifestyle,flexibility in work schedule,,recD3Z7iCUreuQT7N,,,,,,,,,social,,,,218,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,abVU15PrOU9RYa,,9/27/2022 6:25pm,,recocZTYvHfcCL7cC,,
frustration,recPy8EovOjsy9FMx,Level of frustration,,,,emotion,frustration,at,,,,,,individual/human,,,,219,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Bx4Fr5Wv4Qxpy5,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
frustration

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of frustration",recPy8EovOjsy9FMx,,
satisfaction,rec0EXh8GWjIXXazI,Level of happiness,,,,emotion,satisfaction,with,,,,,,individual/human,,,,220,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,MDTibg4vkflUlg,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
satisfaction

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of happiness",rec0EXh8GWjIXXazI,,
income,recJJ7LCF2OLO7ypV,Level of income,,,,money,income,,,,,,,financial,,,,221,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,vI3MFfa0n6vibt,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
income

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of income",recJJ7LCF2OLO7ypV,,
difficulty of unmasking,recmkBdco2wlMcZzT,Level of inconvenience to take off mask,,,,experience,difficulty,of,,unmasking,,,,manufactured,,,,222,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,8jxefYaIX4AJlr,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
difficulty of unmasking

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of inconvenience to take off mask",recmkBdco2wlMcZzT,,
perception of panic | family,recvWtSoPbJK92NSb,Level of panic of family members,,,,experience,perception,of,,panic,,,family,social, | family,,,223,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,hVpTrpjVmrqxEJ,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
perception of panic | family

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of panic of family members",recvWtSoPbJK92NSb,,
level of physical activity,rec2DICgMs58oC5B5,Level of physicial activity,,,,state,level,of,,physical activity,,,,individual/human,,,,224,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,OCEDjmAhKG0PnD,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of physical activity

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of physicial activity",rec2DICgMs58oC5B5,,
ability to create digital media,recuOmhajFiE6L5N7,Level of skill in creating online media,,,,power,ability,to,,create digital media,,,,digital,,,,225,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,gNiidTNugo9PzF,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
ability to create digital media

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of skill in creating online media",recuOmhajFiE6L5N7,,
practice of social distancing | at events,recmfzcaXo4hbWbkP,Level of social distancing at social events,,,,action/event,practice,of,,social distancing,at events,,,social, | at events,,,226,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,8evddxwgTtkV6n,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of social distancing | at events

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of social distancing at social events",recmfzcaXo4hbWbkP,,
stress,recIKAsGFCkScvPG9,Level of stress,,,,experience,stress,from,,,,,,individual/human,,,,227,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,uJwtJfKwuuTzsH,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
stress

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of stress",recIKAsGFCkScvPG9,,
suspicion of COVID-19 infection,rec9UlRgb2Xl1awYL,Level of suspicion of having COVID,,,,attitude,suspicion,of,,COVID-19 infection,,,,individual/human,,,,228,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,VThSjLa9XjygKj,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
suspicion of COVID-19 infection

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of suspicion of having COVID",rec9UlRgb2Xl1awYL,,
,rec5x6dC2m4JtiuV4,Level of uncertainty,certainty,checked,reckdJXHewiOFG0mX,,,,,,,,,,,,,229,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Rw2eFCuglLGeHC,,9/27/2022 6:25pm,,rec5x6dC2m4JtiuV4,,
availability of vacant housing,recwIe3DDJiSu3Dji,Level of vacancy,,,,resource,availability,of,,vacant housing,,,,manufactured,,,,230,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,iHa4GdRuuMrn5Q,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
availability of vacant housing

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of vacancy",recwIe3DDJiSu3Dji,,
level of productivity,recR2uR3jnCyDCFl5,Level of work productivity,,,,state,level,of,,productivity,,,,individual/human,,,,231,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,D1qS6TvOaV0p7D,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of productivity

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Level of work productivity",recR2uR3jnCyDCFl5,,
